date,state,cases_total,deaths_total,pop_2015
2020-02-15,Wisconsin,1,0,5771337
2020-02-15,Nebraska,0,0,1896190
2020-02-15,Utah,0,0,2995919
2020-02-15,Oregon,0,0,4028977
2020-02-15,Florida,0,0,20271272
2020-02-15,New York,0,0,19795791
2020-02-15,Rhode Island,0,0,1056298
2020-02-15,Georgia,0,0,10214860
2020-02-15,New Hampshire,0,0,1330608
2020-02-15,North Carolina,0,0,10042802
2020-02-15,New Jersey,0,0,8958013
2020-02-15,Colorado,0,0,5456574
2020-02-15,Maryland,0,0,6006401
2020-02-15,Nevada,0,0,2890845
2020-02-15,Tennessee,0,0,6600299
2020-02-15,Hawaii,0,0,1431603
2020-02-15,Indiana,0,0,6619680
2020-02-15,Kentucky,0,0,4425092
2020-02-15,Minnesota,0,0,5489594
2020-02-15,Oklahoma,0,0,3911338
2020-02-15,Pennsylvania,0,0,12802503
2020-02-15,South Carolina,0,0,4896146
2020-02-15,District of Columbia,0,0,672228
2020-02-15,Kansas,0,0,2911641
2020-02-15,Missouri,0,0,6083672
2020-02-15,Vermont,0,0,626042
2020-02-15,Virginia,0,0,8382993
2020-02-15,Connecticut,0,0,3590886
2020-02-15,Iowa,0,0,3123899
2020-02-15,Louisiana,0,0,4670724
2020-02-15,Ohio,0,0,11613423
2020-02-15,Michigan,0,0,9922576
2020-02-15,South Dakota,0,0,858469
2020-02-15,Arkansas,0,0,2978204
2020-02-15,Delaware,0,0,945934
2020-02-15,Mississippi,0,0,2992333
2020-02-15,New Mexico,0,0,2085109
2020-02-15,North Dakota,0,0,756927
2020-02-15,Wyoming,0,0,586107
2020-02-15,Alaska,0,0,738432
2020-02-15,Maine,0,0,1329328
2020-02-15,Alabama,0,0,4858979
2020-02-15,Idaho,0,0,1654930
2020-02-15,Montana,0,0,1032949
2020-02-15,Puerto Rico,0,0,NA
2020-02-15,Virgin Islands,0,0,NA
2020-02-15,Guam,0,0,NA
2020-02-15,West Virginia,0,0,1844128
2020-02-15,Northern Mariana Islands,0,0,NA
2020-02-16,Arizona,1,0,6828065
2020-02-16,California,7,0,39144818
2020-02-16,Illinois,2,0,12859995
2020-02-16,Massachusetts,1,0,6794422
2020-02-16,Texas,2,0,27469114
2020-02-16,Washington,1,0,7170351
2020-02-16,Wisconsin,1,0,5771337
2020-02-16,Nebraska,0,0,1896190
2020-02-16,Utah,0,0,2995919
2020-02-16,Oregon,0,0,4028977
2020-02-16,Florida,0,0,20271272
2020-02-16,New York,0,0,19795791
2020-02-16,Rhode Island,0,0,1056298
2020-02-16,Georgia,0,0,10214860
2020-02-16,New Hampshire,0,0,1330608
2020-02-16,North Carolina,0,0,10042802
2020-02-16,New Jersey,0,0,8958013
2020-02-16,Colorado,0,0,5456574
2020-02-16,Maryland,0,0,6006401
2020-02-16,Nevada,0,0,2890845
2020-02-16,Tennessee,0,0,6600299
2020-02-16,Hawaii,0,0,1431603
2020-02-16,Indiana,0,0,6619680
2020-02-16,Kentucky,0,0,4425092
2020-02-16,Minnesota,0,0,5489594
2020-02-16,Oklahoma,0,0,3911338
2020-02-16,Pennsylvania,0,0,12802503
2020-02-16,South Carolina,0,0,4896146
2020-02-16,District of Columbia,0,0,672228
2020-02-16,Kansas,0,0,2911641
2020-02-16,Missouri,0,0,6083672
2020-02-16,Vermont,0,0,626042
2020-02-16,Virginia,0,0,8382993
2020-02-16,Connecticut,0,0,3590886
2020-02-16,Iowa,0,0,3123899
2020-02-16,Louisiana,0,0,4670724
2020-02-16,Ohio,0,0,11613423
2020-02-16,Michigan,0,0,9922576
2020-02-16,South Dakota,0,0,858469
2020-02-16,Arkansas,0,0,2978204
2020-02-16,Delaware,0,0,945934
2020-02-16,Mississippi,0,0,2992333
2020-02-16,New Mexico,0,0,2085109
2020-02-16,North Dakota,0,0,756927
2020-02-16,Wyoming,0,0,586107
2020-02-16,Alaska,0,0,738432
2020-02-16,Maine,0,0,1329328
2020-02-16,Alabama,0,0,4858979
2020-02-16,Idaho,0,0,1654930
2020-02-16,Montana,0,0,1032949
2020-02-16,Puerto Rico,0,0,NA
2020-02-16,Virgin Islands,0,0,NA
2020-02-16,Guam,0,0,NA
2020-02-16,West Virginia,0,0,1844128
2020-02-16,Northern Mariana Islands,0,0,NA
2020-02-17,Arizona,1,0,6828065
2020-02-17,California,7,0,39144818
2020-02-17,Illinois,2,0,12859995
2020-02-17,Massachusetts,1,0,6794422
2020-02-17,Nebraska,10,0,1896190
2020-02-17,Texas,2,0,27469114
2020-02-17,Washington,1,0,7170351
2020-02-17,Wisconsin,1,0,5771337
2020-02-17,Utah,0,0,2995919
2020-02-17,Oregon,0,0,4028977
2020-02-17,Florida,0,0,20271272
2020-02-17,New York,0,0,19795791
2020-02-17,Rhode Island,0,0,1056298
2020-02-17,Georgia,0,0,10214860
2020-02-17,New Hampshire,0,0,1330608
2020-02-17,North Carolina,0,0,10042802
2020-02-17,New Jersey,0,0,8958013
2020-02-17,Colorado,0,0,5456574
2020-02-17,Maryland,0,0,6006401
2020-02-17,Nevada,0,0,2890845
2020-02-17,Tennessee,0,0,6600299
2020-02-17,Hawaii,0,0,1431603
2020-02-17,Indiana,0,0,6619680
2020-02-17,Kentucky,0,0,4425092
2020-02-17,Minnesota,0,0,5489594
2020-02-17,Oklahoma,0,0,3911338
2020-02-17,Pennsylvania,0,0,12802503
2020-02-17,South Carolina,0,0,4896146
2020-02-17,District of Columbia,0,0,672228
2020-02-17,Kansas,0,0,2911641
2020-02-17,Missouri,0,0,6083672
2020-02-17,Vermont,0,0,626042
2020-02-17,Virginia,0,0,8382993
2020-02-17,Connecticut,0,0,3590886
2020-02-17,Iowa,0,0,3123899
2020-02-17,Louisiana,0,0,4670724
2020-02-17,Ohio,0,0,11613423
2020-02-17,Michigan,0,0,9922576
2020-02-17,South Dakota,0,0,858469
2020-02-17,Arkansas,0,0,2978204
2020-02-17,Delaware,0,0,945934
2020-02-17,Mississippi,0,0,2992333
2020-02-17,New Mexico,0,0,2085109
2020-02-17,North Dakota,0,0,756927
2020-02-17,Wyoming,0,0,586107
2020-02-17,Alaska,0,0,738432
2020-02-17,Maine,0,0,1329328
2020-02-17,Alabama,0,0,4858979
2020-02-17,Idaho,0,0,1654930
2020-02-17,Montana,0,0,1032949
2020-02-17,Puerto Rico,0,0,NA
2020-02-17,Virgin Islands,0,0,NA
2020-02-17,Guam,0,0,NA
2020-02-17,West Virginia,0,0,1844128
2020-02-17,Northern Mariana Islands,0,0,NA
2020-02-18,Arizona,1,0,6828065
2020-02-18,California,7,0,39144818
2020-02-18,Illinois,2,0,12859995
2020-02-18,Massachusetts,1,0,6794422
2020-02-18,Nebraska,10,0,1896190
2020-02-18,Texas,2,0,27469114
2020-02-18,Washington,1,0,7170351
2020-02-18,Wisconsin,1,0,5771337
2020-02-18,Utah,0,0,2995919
2020-02-18,Oregon,0,0,4028977
2020-02-18,Florida,0,0,20271272
2020-02-18,New York,0,0,19795791
2020-02-18,Rhode Island,0,0,1056298
2020-02-18,Georgia,0,0,10214860
2020-02-18,New Hampshire,0,0,1330608
2020-02-18,North Carolina,0,0,10042802
2020-02-18,New Jersey,0,0,8958013
2020-02-18,Colorado,0,0,5456574
2020-02-18,Maryland,0,0,6006401
2020-02-18,Nevada,0,0,2890845
2020-02-18,Tennessee,0,0,6600299
2020-02-18,Hawaii,0,0,1431603
2020-02-18,Indiana,0,0,6619680
2020-02-18,Kentucky,0,0,4425092
2020-02-18,Minnesota,0,0,5489594
2020-02-18,Oklahoma,0,0,3911338
2020-02-18,Pennsylvania,0,0,12802503
2020-02-18,South Carolina,0,0,4896146
2020-02-18,District of Columbia,0,0,672228
2020-02-18,Kansas,0,0,2911641
2020-02-18,Missouri,0,0,6083672
2020-02-18,Vermont,0,0,626042
2020-02-18,Virginia,0,0,8382993
2020-02-18,Connecticut,0,0,3590886
2020-02-18,Iowa,0,0,3123899
2020-02-18,Louisiana,0,0,4670724
2020-02-18,Ohio,0,0,11613423
2020-02-18,Michigan,0,0,9922576
2020-02-18,South Dakota,0,0,858469
2020-02-18,Arkansas,0,0,2978204
2020-02-18,Delaware,0,0,945934
2020-02-18,Mississippi,0,0,2992333
2020-02-18,New Mexico,0,0,2085109
2020-02-18,North Dakota,0,0,756927
2020-02-18,Wyoming,0,0,586107
2020-02-18,Alaska,0,0,738432
2020-02-18,Maine,0,0,1329328
2020-02-18,Alabama,0,0,4858979
2020-02-18,Idaho,0,0,1654930
2020-02-18,Montana,0,0,1032949
2020-02-18,Puerto Rico,0,0,NA
2020-02-18,Virgin Islands,0,0,NA
2020-02-18,Guam,0,0,NA
2020-02-18,West Virginia,0,0,1844128
2020-02-18,Northern Mariana Islands,0,0,NA
2020-02-19,Arizona,1,0,6828065
2020-02-19,California,7,0,39144818
2020-02-19,Illinois,2,0,12859995
2020-02-19,Massachusetts,1,0,6794422
2020-02-19,Nebraska,10,0,1896190
2020-02-19,Texas,2,0,27469114
2020-02-19,Washington,1,0,7170351
2020-02-19,Wisconsin,1,0,5771337
2020-02-19,Utah,0,0,2995919
2020-02-19,Oregon,0,0,4028977
2020-02-19,Florida,0,0,20271272
2020-02-19,New York,0,0,19795791
2020-02-19,Rhode Island,0,0,1056298
2020-02-19,Georgia,0,0,10214860
2020-02-19,New Hampshire,0,0,1330608
2020-02-19,North Carolina,0,0,10042802
2020-02-19,New Jersey,0,0,8958013
2020-02-19,Colorado,0,0,5456574
2020-02-19,Maryland,0,0,6006401
2020-02-19,Nevada,0,0,2890845
2020-02-19,Tennessee,0,0,6600299
2020-02-19,Hawaii,0,0,1431603
2020-02-19,Indiana,0,0,6619680
2020-02-19,Kentucky,0,0,4425092
2020-02-19,Minnesota,0,0,5489594
2020-02-19,Oklahoma,0,0,3911338
2020-02-19,Pennsylvania,0,0,12802503
2020-02-19,South Carolina,0,0,4896146
2020-02-19,District of Columbia,0,0,672228
2020-02-19,Kansas,0,0,2911641
2020-02-19,Missouri,0,0,6083672
2020-02-19,Vermont,0,0,626042
2020-02-19,Virginia,0,0,8382993
2020-02-19,Connecticut,0,0,3590886
2020-02-19,Iowa,0,0,3123899
2020-02-19,Louisiana,0,0,4670724
2020-02-19,Ohio,0,0,11613423
2020-02-19,Michigan,0,0,9922576
2020-02-19,South Dakota,0,0,858469
2020-02-19,Arkansas,0,0,2978204
2020-02-19,Delaware,0,0,945934
2020-02-19,Mississippi,0,0,2992333
2020-02-19,New Mexico,0,0,2085109
2020-02-19,North Dakota,0,0,756927
2020-02-19,Wyoming,0,0,586107
2020-02-19,Alaska,0,0,738432
2020-02-19,Maine,0,0,1329328
2020-02-19,Alabama,0,0,4858979
2020-02-19,Idaho,0,0,1654930
2020-02-19,Montana,0,0,1032949
2020-02-19,Puerto Rico,0,0,NA
2020-02-19,Virgin Islands,0,0,NA
2020-02-19,Guam,0,0,NA
2020-02-19,West Virginia,0,0,1844128
2020-02-19,Northern Mariana Islands,0,0,NA
2020-02-20,Arizona,1,0,6828065
2020-02-20,California,8,0,39144818
2020-02-20,Illinois,2,0,12859995
2020-02-20,Massachusetts,1,0,6794422
2020-02-20,Nebraska,11,0,1896190
2020-02-20,Texas,2,0,27469114
2020-02-20,Washington,1,0,7170351
2020-02-20,Wisconsin,1,0,5771337
2020-02-20,Utah,0,0,2995919
2020-02-20,Oregon,0,0,4028977
2020-02-20,Florida,0,0,20271272
2020-02-20,New York,0,0,19795791
2020-02-20,Rhode Island,0,0,1056298
2020-02-20,Georgia,0,0,10214860
2020-02-20,New Hampshire,0,0,1330608
2020-02-20,North Carolina,0,0,10042802
2020-02-20,New Jersey,0,0,8958013
2020-02-20,Colorado,0,0,5456574
2020-02-20,Maryland,0,0,6006401
2020-02-20,Nevada,0,0,2890845
2020-02-20,Tennessee,0,0,6600299
2020-02-20,Hawaii,0,0,1431603
2020-02-20,Indiana,0,0,6619680
2020-02-20,Kentucky,0,0,4425092
2020-02-20,Minnesota,0,0,5489594
2020-02-20,Oklahoma,0,0,3911338
2020-02-20,Pennsylvania,0,0,12802503
2020-02-20,South Carolina,0,0,4896146
2020-02-20,District of Columbia,0,0,672228
2020-02-20,Kansas,0,0,2911641
2020-02-20,Missouri,0,0,6083672
2020-02-20,Vermont,0,0,626042
2020-02-20,Virginia,0,0,8382993
2020-02-20,Connecticut,0,0,3590886
2020-02-20,Iowa,0,0,3123899
2020-02-20,Louisiana,0,0,4670724
2020-02-20,Ohio,0,0,11613423
2020-02-20,Michigan,0,0,9922576
2020-02-20,South Dakota,0,0,858469
2020-02-20,Arkansas,0,0,2978204
2020-02-20,Delaware,0,0,945934
2020-02-20,Mississippi,0,0,2992333
2020-02-20,New Mexico,0,0,2085109
2020-02-20,North Dakota,0,0,756927
2020-02-20,Wyoming,0,0,586107
2020-02-20,Alaska,0,0,738432
2020-02-20,Maine,0,0,1329328
2020-02-20,Alabama,0,0,4858979
2020-02-20,Idaho,0,0,1654930
2020-02-20,Montana,0,0,1032949
2020-02-20,Puerto Rico,0,0,NA
2020-02-20,Virgin Islands,0,0,NA
2020-02-20,Guam,0,0,NA
2020-02-20,West Virginia,0,0,1844128
2020-02-20,Northern Mariana Islands,0,0,NA
2020-02-21,Arizona,1,0,6828065
2020-02-21,California,9,0,39144818
2020-02-21,Illinois,2,0,12859995
2020-02-21,Massachusetts,1,0,6794422
2020-02-21,Nebraska,11,0,1896190
2020-02-21,Texas,4,0,27469114
2020-02-21,Washington,1,0,7170351
2020-02-21,Wisconsin,1,0,5771337
2020-02-21,Utah,0,0,2995919
2020-02-21,Oregon,0,0,4028977
2020-02-21,Florida,0,0,20271272
2020-02-21,New York,0,0,19795791
2020-02-21,Rhode Island,0,0,1056298
2020-02-21,Georgia,0,0,10214860
2020-02-21,New Hampshire,0,0,1330608
2020-02-21,North Carolina,0,0,10042802
2020-02-21,New Jersey,0,0,8958013
2020-02-21,Colorado,0,0,5456574
2020-02-21,Maryland,0,0,6006401
2020-02-21,Nevada,0,0,2890845
2020-02-21,Tennessee,0,0,6600299
2020-02-21,Hawaii,0,0,1431603
2020-02-21,Indiana,0,0,6619680
2020-02-21,Kentucky,0,0,4425092
2020-02-21,Minnesota,0,0,5489594
2020-02-21,Oklahoma,0,0,3911338
2020-02-21,Pennsylvania,0,0,12802503
2020-02-21,South Carolina,0,0,4896146
2020-02-21,District of Columbia,0,0,672228
2020-02-21,Kansas,0,0,2911641
2020-02-21,Missouri,0,0,6083672
2020-02-21,Vermont,0,0,626042
2020-02-21,Virginia,0,0,8382993
2020-02-21,Connecticut,0,0,3590886
2020-02-21,Iowa,0,0,3123899
2020-02-21,Louisiana,0,0,4670724
2020-02-21,Ohio,0,0,11613423
2020-02-21,Michigan,0,0,9922576
2020-02-21,South Dakota,0,0,858469
2020-02-21,Arkansas,0,0,2978204
2020-02-21,Delaware,0,0,945934
2020-02-21,Mississippi,0,0,2992333
2020-02-21,New Mexico,0,0,2085109
2020-02-21,North Dakota,0,0,756927
2020-02-21,Wyoming,0,0,586107
2020-02-21,Alaska,0,0,738432
2020-02-21,Maine,0,0,1329328
2020-02-21,Alabama,0,0,4858979
2020-02-21,Idaho,0,0,1654930
2020-02-21,Montana,0,0,1032949
2020-02-21,Puerto Rico,0,0,NA
2020-02-21,Virgin Islands,0,0,NA
2020-02-21,Guam,0,0,NA
2020-02-21,West Virginia,0,0,1844128
2020-02-21,Northern Mariana Islands,0,0,NA
2020-02-22,Arizona,1,0,6828065
2020-02-22,California,9,0,39144818
2020-02-22,Illinois,2,0,12859995
2020-02-22,Massachusetts,1,0,6794422
2020-02-22,Nebraska,11,0,1896190
2020-02-22,Texas,4,0,27469114
2020-02-22,Washington,1,0,7170351
2020-02-22,Wisconsin,1,0,5771337
2020-02-22,Utah,0,0,2995919
2020-02-22,Oregon,0,0,4028977
2020-02-22,Florida,0,0,20271272
2020-02-22,New York,0,0,19795791
2020-02-22,Rhode Island,0,0,1056298
2020-02-22,Georgia,0,0,10214860
2020-02-22,New Hampshire,0,0,1330608
2020-02-22,North Carolina,0,0,10042802
2020-02-22,New Jersey,0,0,8958013
2020-02-22,Colorado,0,0,5456574
2020-02-22,Maryland,0,0,6006401
2020-02-22,Nevada,0,0,2890845
2020-02-22,Tennessee,0,0,6600299
2020-02-22,Hawaii,0,0,1431603
2020-02-22,Indiana,0,0,6619680
2020-02-22,Kentucky,0,0,4425092
2020-02-22,Minnesota,0,0,5489594
2020-02-22,Oklahoma,0,0,3911338
2020-02-22,Pennsylvania,0,0,12802503
2020-02-22,South Carolina,0,0,4896146
2020-02-22,District of Columbia,0,0,672228
2020-02-22,Kansas,0,0,2911641
2020-02-22,Missouri,0,0,6083672
2020-02-22,Vermont,0,0,626042
2020-02-22,Virginia,0,0,8382993
2020-02-22,Connecticut,0,0,3590886
2020-02-22,Iowa,0,0,3123899
2020-02-22,Louisiana,0,0,4670724
2020-02-22,Ohio,0,0,11613423
2020-02-22,Michigan,0,0,9922576
2020-02-22,South Dakota,0,0,858469
2020-02-22,Arkansas,0,0,2978204
2020-02-22,Delaware,0,0,945934
2020-02-22,Mississippi,0,0,2992333
2020-02-22,New Mexico,0,0,2085109
2020-02-22,North Dakota,0,0,756927
2020-02-22,Wyoming,0,0,586107
2020-02-22,Alaska,0,0,738432
2020-02-22,Maine,0,0,1329328
2020-02-22,Alabama,0,0,4858979
2020-02-22,Idaho,0,0,1654930
2020-02-22,Montana,0,0,1032949
2020-02-22,Puerto Rico,0,0,NA
2020-02-22,Virgin Islands,0,0,NA
2020-02-22,Guam,0,0,NA
2020-02-22,West Virginia,0,0,1844128
2020-02-22,Northern Mariana Islands,0,0,NA
2020-02-23,Arizona,1,0,6828065
2020-02-23,California,9,0,39144818
2020-02-23,Illinois,2,0,12859995
2020-02-23,Massachusetts,1,0,6794422
2020-02-23,Nebraska,11,0,1896190
2020-02-23,Texas,4,0,27469114
2020-02-23,Washington,1,0,7170351
2020-02-23,Wisconsin,1,0,5771337
2020-02-23,Utah,0,0,2995919
2020-02-23,Oregon,0,0,4028977
2020-02-23,Florida,0,0,20271272
2020-02-23,New York,0,0,19795791
2020-02-23,Rhode Island,0,0,1056298
2020-02-23,Georgia,0,0,10214860
2020-02-23,New Hampshire,0,0,1330608
2020-02-23,North Carolina,0,0,10042802
2020-02-23,New Jersey,0,0,8958013
2020-02-23,Colorado,0,0,5456574
2020-02-23,Maryland,0,0,6006401
2020-02-23,Nevada,0,0,2890845
2020-02-23,Tennessee,0,0,6600299
2020-02-23,Hawaii,0,0,1431603
2020-02-23,Indiana,0,0,6619680
2020-02-23,Kentucky,0,0,4425092
2020-02-23,Minnesota,0,0,5489594
2020-02-23,Oklahoma,0,0,3911338
2020-02-23,Pennsylvania,0,0,12802503
2020-02-23,South Carolina,0,0,4896146
2020-02-23,District of Columbia,0,0,672228
2020-02-23,Kansas,0,0,2911641
2020-02-23,Missouri,0,0,6083672
2020-02-23,Vermont,0,0,626042
2020-02-23,Virginia,0,0,8382993
2020-02-23,Connecticut,0,0,3590886
2020-02-23,Iowa,0,0,3123899
2020-02-23,Louisiana,0,0,4670724
2020-02-23,Ohio,0,0,11613423
2020-02-23,Michigan,0,0,9922576
2020-02-23,South Dakota,0,0,858469
2020-02-23,Arkansas,0,0,2978204
2020-02-23,Delaware,0,0,945934
2020-02-23,Mississippi,0,0,2992333
2020-02-23,New Mexico,0,0,2085109
2020-02-23,North Dakota,0,0,756927
2020-02-23,Wyoming,0,0,586107
2020-02-23,Alaska,0,0,738432
2020-02-23,Maine,0,0,1329328
2020-02-23,Alabama,0,0,4858979
2020-02-23,Idaho,0,0,1654930
2020-02-23,Montana,0,0,1032949
2020-02-23,Puerto Rico,0,0,NA
2020-02-23,Virgin Islands,0,0,NA
2020-02-23,Guam,0,0,NA
2020-02-23,West Virginia,0,0,1844128
2020-02-23,Northern Mariana Islands,0,0,NA
2020-02-24,Arizona,1,0,6828065
2020-02-24,California,11,0,39144818
2020-02-24,Illinois,2,0,12859995
2020-02-24,Massachusetts,1,0,6794422
2020-02-24,Nebraska,12,0,1896190
2020-02-24,Texas,10,0,27469114
2020-02-24,Washington,5,0,7170351
2020-02-24,Wisconsin,1,0,5771337
2020-02-24,Utah,0,0,2995919
2020-02-24,Oregon,0,0,4028977
2020-02-24,Florida,0,0,20271272
2020-02-24,New York,0,0,19795791
2020-02-24,Rhode Island,0,0,1056298
2020-02-24,Georgia,0,0,10214860
2020-02-24,New Hampshire,0,0,1330608
2020-02-24,North Carolina,0,0,10042802
2020-02-24,New Jersey,0,0,8958013
2020-02-24,Colorado,0,0,5456574
2020-02-24,Maryland,0,0,6006401
2020-02-24,Nevada,0,0,2890845
2020-02-24,Tennessee,0,0,6600299
2020-02-24,Hawaii,0,0,1431603
2020-02-24,Indiana,0,0,6619680
2020-02-24,Kentucky,0,0,4425092
2020-02-24,Minnesota,0,0,5489594
2020-02-24,Oklahoma,0,0,3911338
2020-02-24,Pennsylvania,0,0,12802503
2020-02-24,South Carolina,0,0,4896146
2020-02-24,District of Columbia,0,0,672228
2020-02-24,Kansas,0,0,2911641
2020-02-24,Missouri,0,0,6083672
2020-02-24,Vermont,0,0,626042
2020-02-24,Virginia,0,0,8382993
2020-02-24,Connecticut,0,0,3590886
2020-02-24,Iowa,0,0,3123899
2020-02-24,Louisiana,0,0,4670724
2020-02-24,Ohio,0,0,11613423
2020-02-24,Michigan,0,0,9922576
2020-02-24,South Dakota,0,0,858469
2020-02-24,Arkansas,0,0,2978204
2020-02-24,Delaware,0,0,945934
2020-02-24,Mississippi,0,0,2992333
2020-02-24,New Mexico,0,0,2085109
2020-02-24,North Dakota,0,0,756927
2020-02-24,Wyoming,0,0,586107
2020-02-24,Alaska,0,0,738432
2020-02-24,Maine,0,0,1329328
2020-02-24,Alabama,0,0,4858979
2020-02-24,Idaho,0,0,1654930
2020-02-24,Montana,0,0,1032949
2020-02-24,Puerto Rico,0,0,NA
2020-02-24,Virgin Islands,0,0,NA
2020-02-24,Guam,0,0,NA
2020-02-24,West Virginia,0,0,1844128
2020-02-24,Northern Mariana Islands,0,0,NA
2020-02-25,Arizona,1,0,6828065
2020-02-25,California,11,0,39144818
2020-02-25,Illinois,2,0,12859995
2020-02-25,Massachusetts,1,0,6794422
2020-02-25,Nebraska,13,0,1896190
2020-02-25,Texas,10,0,27469114
2020-02-25,Utah,1,0,2995919
2020-02-25,Washington,5,0,7170351
2020-02-25,Wisconsin,1,0,5771337
2020-02-25,Oregon,0,0,4028977
2020-02-25,Florida,0,0,20271272
2020-02-25,New York,0,0,19795791
2020-02-25,Rhode Island,0,0,1056298
2020-02-25,Georgia,0,0,10214860
2020-02-25,New Hampshire,0,0,1330608
2020-02-25,North Carolina,0,0,10042802
2020-02-25,New Jersey,0,0,8958013
2020-02-25,Colorado,0,0,5456574
2020-02-25,Maryland,0,0,6006401
2020-02-25,Nevada,0,0,2890845
2020-02-25,Tennessee,0,0,6600299
2020-02-25,Hawaii,0,0,1431603
2020-02-25,Indiana,0,0,6619680
2020-02-25,Kentucky,0,0,4425092
2020-02-25,Minnesota,0,0,5489594
2020-02-25,Oklahoma,0,0,3911338
2020-02-25,Pennsylvania,0,0,12802503
2020-02-25,South Carolina,0,0,4896146
2020-02-25,District of Columbia,0,0,672228
2020-02-25,Kansas,0,0,2911641
2020-02-25,Missouri,0,0,6083672
2020-02-25,Vermont,0,0,626042
2020-02-25,Virginia,0,0,8382993
2020-02-25,Connecticut,0,0,3590886
2020-02-25,Iowa,0,0,3123899
2020-02-25,Louisiana,0,0,4670724
2020-02-25,Ohio,0,0,11613423
2020-02-25,Michigan,0,0,9922576
2020-02-25,South Dakota,0,0,858469
2020-02-25,Arkansas,0,0,2978204
2020-02-25,Delaware,0,0,945934
2020-02-25,Mississippi,0,0,2992333
2020-02-25,New Mexico,0,0,2085109
2020-02-25,North Dakota,0,0,756927
2020-02-25,Wyoming,0,0,586107
2020-02-25,Alaska,0,0,738432
2020-02-25,Maine,0,0,1329328
2020-02-25,Alabama,0,0,4858979
2020-02-25,Idaho,0,0,1654930
2020-02-25,Montana,0,0,1032949
2020-02-25,Puerto Rico,0,0,NA
2020-02-25,Virgin Islands,0,0,NA
2020-02-25,Guam,0,0,NA
2020-02-25,West Virginia,0,0,1844128
2020-02-25,Northern Mariana Islands,0,0,NA
2020-02-26,Arizona,1,0,6828065
2020-02-26,California,26,0,39144818
2020-02-26,Illinois,2,0,12859995
2020-02-26,Massachusetts,1,0,6794422
2020-02-26,Nebraska,13,0,1896190
2020-02-26,Texas,10,0,27469114
2020-02-26,Utah,1,0,2995919
2020-02-26,Washington,5,0,7170351
2020-02-26,Wisconsin,1,0,5771337
2020-02-26,Oregon,0,0,4028977
2020-02-26,Florida,0,0,20271272
2020-02-26,New York,0,0,19795791
2020-02-26,Rhode Island,0,0,1056298
2020-02-26,Georgia,0,0,10214860
2020-02-26,New Hampshire,0,0,1330608
2020-02-26,North Carolina,0,0,10042802
2020-02-26,New Jersey,0,0,8958013
2020-02-26,Colorado,0,0,5456574
2020-02-26,Maryland,0,0,6006401
2020-02-26,Nevada,0,0,2890845
2020-02-26,Tennessee,0,0,6600299
2020-02-26,Hawaii,0,0,1431603
2020-02-26,Indiana,0,0,6619680
2020-02-26,Kentucky,0,0,4425092
2020-02-26,Minnesota,0,0,5489594
2020-02-26,Oklahoma,0,0,3911338
2020-02-26,Pennsylvania,0,0,12802503
2020-02-26,South Carolina,0,0,4896146
2020-02-26,District of Columbia,0,0,672228
2020-02-26,Kansas,0,0,2911641
2020-02-26,Missouri,0,0,6083672
2020-02-26,Vermont,0,0,626042
2020-02-26,Virginia,0,0,8382993
2020-02-26,Connecticut,0,0,3590886
2020-02-26,Iowa,0,0,3123899
2020-02-26,Louisiana,0,0,4670724
2020-02-26,Ohio,0,0,11613423
2020-02-26,Michigan,0,0,9922576
2020-02-26,South Dakota,0,0,858469
2020-02-26,Arkansas,0,0,2978204
2020-02-26,Delaware,0,0,945934
2020-02-26,Mississippi,0,0,2992333
2020-02-26,New Mexico,0,0,2085109
2020-02-26,North Dakota,0,0,756927
2020-02-26,Wyoming,0,0,586107
2020-02-26,Alaska,0,0,738432
2020-02-26,Maine,0,0,1329328
2020-02-26,Alabama,0,0,4858979
2020-02-26,Idaho,0,0,1654930
2020-02-26,Montana,0,0,1032949
2020-02-26,Puerto Rico,0,0,NA
2020-02-26,Virgin Islands,0,0,NA
2020-02-26,Guam,0,0,NA
2020-02-26,West Virginia,0,0,1844128
2020-02-26,Northern Mariana Islands,0,0,NA
2020-02-27,Arizona,1,0,6828065
2020-02-27,California,26,0,39144818
2020-02-27,Illinois,2,0,12859995
2020-02-27,Massachusetts,1,0,6794422
2020-02-27,Nebraska,13,0,1896190
2020-02-27,Texas,10,0,27469114
2020-02-27,Utah,1,0,2995919
2020-02-27,Washington,5,0,7170351
2020-02-27,Wisconsin,1,0,5771337
2020-02-27,Oregon,0,0,4028977
2020-02-27,Florida,0,0,20271272
2020-02-27,New York,0,0,19795791
2020-02-27,Rhode Island,0,0,1056298
2020-02-27,Georgia,0,0,10214860
2020-02-27,New Hampshire,0,0,1330608
2020-02-27,North Carolina,0,0,10042802
2020-02-27,New Jersey,0,0,8958013
2020-02-27,Colorado,0,0,5456574
2020-02-27,Maryland,0,0,6006401
2020-02-27,Nevada,0,0,2890845
2020-02-27,Tennessee,0,0,6600299
2020-02-27,Hawaii,0,0,1431603
2020-02-27,Indiana,0,0,6619680
2020-02-27,Kentucky,0,0,4425092
2020-02-27,Minnesota,0,0,5489594
2020-02-27,Oklahoma,0,0,3911338
2020-02-27,Pennsylvania,0,0,12802503
2020-02-27,South Carolina,0,0,4896146
2020-02-27,District of Columbia,0,0,672228
2020-02-27,Kansas,0,0,2911641
2020-02-27,Missouri,0,0,6083672
